geography_level,msa,msa_code,msa_mapping_method,msa_mapping_status,docs/zip_to_msa.doc,source_economic_file,source_geoid_file,year,month,day_endofweek,cityid,merchants_all,revenue_all,week_end_sunday,week_start_monday,countyfips,countyfips_str,cityname,stateabbrev,statename,statefips,lat,lon,city_pop2019,statefips_str,countyname,cz,czname,county_pop2019,has_game,game_count,completed_game_count,playoff_game_count,neutral_site_game_count,attendance_sum,mlb_game_count,nba_game_count,nfl_game_count,nhl_game_count,joined_game_ids,join_key_cityid,join_key_week_start_monday,join_level,join_warning,event_msa,event_msa_code,event_msa_block_id,event_msa_block_compact_id,event_msa_region,event_msa_pop_size_bin,event_msa_urban_rural,event_msa_recommended_for_matching,block_join_warning
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,21,-0.269,-0.66,2020-08-23,2020-08-17,,,San Francisco,CA,California,6,37.77,-122.42,881549,06,,,,,1,5,5,0,0,0.0,5,0,0,0,MLB:SFN202008190|MLB:SFN202008200|MLB:SFN202008210|MLB:SFN202008220|MLB:SFN202008230,21,2020-08-17,city_week,city_week_join_with_msa_block_context_not_causal_identification,"San Francisco-Oakland-Fremont, CA",41860,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,22,-0.0802,-0.105,2020-08-23,2020-08-17,,,El Paso,TX,Texas,48,31.78,-106.44,839238,48,,,,,0,0,0,0,0,0.0,0,0,0,0,,22,2020-08-17,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,23,-0.194,-0.281,2020-08-23,2020-08-17,,,Baltimore,MD,Maryland,24,39.29,-76.61,593490,24,,,,,1,7,7,0,0,0.0,7,0,0,0,MLB:BAL202008170|MLB:BAL202008180|MLB:BAL202008190|MLB:BAL202008200|MLB:BAL202008210|MLB:BAL202008220|MLB:BAL202008230,23,2020-08-17,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Baltimore-Columbia-Towson, MD",12580,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,24,-0.186,-0.146,2020-08-23,2020-08-17,,,Portland,OR,Oregon,41,45.52,-122.68,812855,41,,,,,0,0,0,0,0,0.0,0,0,0,0,,24,2020-08-17,city_week,no_matching_city_week_game,"Portland-Vancouver-Hillsboro, OR-WA",38900,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,25,-0.125,-0.485,2020-08-23,2020-08-17,,,Boston,MA,Massachusetts,25,42.36,-71.06,803907,25,,,,,1,3,3,1,1,0.0,2,0,0,1,MLB:BOS202008180|MLB:BOS202008190|NHL:2019030145,25,2020-08-17,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Boston-Cambridge-Newton, MA-NH",14460,northeast|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,northeast,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,26,0.039,0.0232,2020-08-23,2020-08-17,,,Oklahoma City,OK,Oklahoma,40,35.47,-97.52,797434,40,,,,,0,0,0,0,0,0.0,0,0,0,0,,26,2020-08-17,city_week,no_matching_city_week_game,"Oklahoma City, OK",36420,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,27,-0.0981,-0.0388,2020-08-23,2020-08-17,,,Louisville,KY,Kentucky,21,38.25,-85.76,766757,21,,,,,0,0,0,0,0,0.0,0,0,0,0,,27,2020-08-17,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,28,0.0269,-0.173,2020-08-23,2020-08-17,,,Denver,CO,Colorado,8,39.74,-104.99,727211,08,,,,,1,2,2,0,0,0.0,2,0,0,0,MLB:COL202008190|MLB:COL202008200,28,2020-08-17,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Denver-Aurora-Centennial, CO",19740,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,29,-0.291,-0.546,2020-08-23,2020-08-17,,,Washington,DC,District of Columbia,11,38.91,-77.04,705749,11,,,,,1,5,5,1,1,0.0,4,0,0,1,MLB:WAS202008210|NHL:2019030135|MLB:WAS202008221|MLB:WAS202008222|MLB:WAS202008230,29,2020-08-17,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,30,-0.13,-0.0323,2020-08-23,2020-08-17,,,Nashville,TN,Tennessee,47,36.16,-86.78,694144,47,,,,,0,0,0,0,0,0.0,0,0,0,0,,30,2020-08-17,city_week,no_matching_city_week_game,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,31,-0.0207,-0.182,2020-08-23,2020-08-17,,,Milwaukee,WI,Wisconsin,55,43.04,-87.91,945726,55,,,,,0,0,0,0,0,0.0,0,0,0,0,,31,2020-08-17,city_week,no_matching_city_week_game,"Milwaukee-Waukesha, WI",33340,midwest|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,midwest,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,32,-0.138,-0.168,2020-08-23,2020-08-17,,,Albuquerque,NM,New Mexico,35,35.09,-106.61,679121,35,,,,,0,0,0,0,0,0.0,0,0,0,0,,32,2020-08-17,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,33,-0.067,-0.056,2020-08-23,2020-08-17,,,Tucson,AZ,Arizona,4,32.22,-110.93,1047279,04,,,,,0,0,0,0,0,0.0,0,0,0,0,,33,2020-08-17,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,34,-0.115,-0.269,2020-08-23,2020-08-17,,,Fresno,CA,California,6,36.75,-119.77,999101,06,,,,,0,0,0,0,0,0.0,0,0,0,0,,34,2020-08-17,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,35,-0.145,0.129,2020-08-23,2020-08-17,,,Sacramento,CA,California,6,38.58,-121.49,1552058,06,,,,,0,0,0,0,0,0.0,0,0,0,0,,35,2020-08-17,city_week,no_matching_city_week_game,"Sacramento-Roseville-Folsom, CA",40900,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,36,0.00216,-0.15,2020-08-23,2020-08-17,,,Atlanta,GA,Georgia,13,33.75,-84.39,1063937,13,,,,,1,5,5,0,0,0.0,5,0,0,0,MLB:ATL202008170|MLB:ATL202008180|MLB:ATL202008210|MLB:ATL202008220|MLB:ATL202008230,36,2020-08-17,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Atlanta-Sandy Springs-Roswell, GA",12060,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,37,0.0107,-0.101,2020-08-23,2020-08-17,,,Kansas City,MO,Missouri,29,39.1,-94.58,703011,29,,,,,1,5,5,0,0,0.0,5,0,0,0,MLB:KCA202008191|MLB:KCA202008192|MLB:KCA202008210|MLB:KCA202008220|MLB:KCA202008230,37,2020-08-17,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Kansas City, MO-KS",28140,midwest|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,midwest,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,38,-0.0274,-0.271,2020-08-23,2020-08-17,,,Miami,FL,Florida,12,25.76,-80.19,2716940,12,,,,,1,3,3,0,0,0.0,3,0,0,0,MLB:MIA202008170|MLB:MIA202008180|MLB:MIA202008190,38,2020-08-17,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,39,-0.0421,-0.0645,2020-08-23,2020-08-17,,,Raleigh,NC,North Carolina,37,35.78,-78.64,1111761,37,,,,,1,1,1,1,1,0.0,0,0,0,1,NHL:2019030144,39,2020-08-17,city_week,city_week_join_with_msa_block_context_not_causal_identification,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,40,-0.0383,-0.0777,2020-08-23,2020-08-17,,,Omaha,NE,Nebraska,31,41.25,-96.0,571327,31,,,,,0,0,0,0,0,0.0,0,0,0,0,,40,2020-08-17,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,41,-0.168,-0.15,2020-08-23,2020-08-17,,,Oakland,CA,California,6,37.8,-122.27,1671329,06,,,,,1,5,5,0,0,0.0,5,0,0,0,MLB:OAK202008190|MLB:OAK202008200|MLB:OAK202008210|MLB:OAK202008220|MLB:OAK202008230,41,2020-08-17,city_week,city_week_join_with_msa_block_context_not_causal_identification,"San Francisco-Oakland-Fremont, CA",41860,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,42,-0.128,-0.152,2020-08-23,2020-08-17,,,Minneapolis,MN,Minnesota,27,44.98,-93.27,1265843,27,,,,,1,4,4,0,0,0.0,4,0,0,0,MLB:MIN202008170|MLB:MIN202008180|MLB:MIN202008190|MLB:MIN202008200,42,2020-08-17,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,midwest|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,midwest,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,43,-0.0333,-0.0481,2020-08-23,2020-08-17,,,Tampa,FL,Florida,12,27.95,-82.46,1471968,12,,,,,1,4,4,1,1,0.0,3,0,0,1,NHL:2019030125|MLB:TBA202008210|MLB:TBA202008220|MLB:TBA202008230,43,2020-08-17,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Tampa-St. Petersburg-Clearwater, FL",45300,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,44,-0.0768,-0.257,2020-08-23,2020-08-17,,,New Orleans,LA,Louisiana,22,29.95,-90.07,390144,22,,,,,0,0,0,0,0,0.0,0,0,0,0,,44,2020-08-17,city_week,no_matching_city_week_game,"New Orleans-Metairie, LA",35380,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,45,-0.077,0.158,2020-08-23,2020-08-17,,,Wichita,KS,Kansas,20,37.69,-97.34,516042,20,,,,,0,0,0,0,0,0.0,0,0,0,0,,45,2020-08-17,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,46,-0.033,0.174,2020-08-23,2020-08-17,,,Cleveland,OH,Ohio,39,41.5,-81.69,1235072,39,,,,,1,3,3,0,0,0.0,3,0,0,0,MLB:CLE202008210|MLB:CLE202008220|MLB:CLE202008230,46,2020-08-17,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Cleveland, OH",17410,midwest|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,midwest,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,47,-0.173,-0.077,2020-08-23,2020-08-17,,,Bakersfield,CA,California,6,35.37,-119.02,900202,06,,,,,0,0,0,0,0,0.0,0,0,0,0,,47,2020-08-17,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,48,-0.194,-0.274,2020-08-23,2020-08-17,,,Honolulu,HI,Hawaii,15,21.31,-157.86,974563,15,,,,,0,0,0,0,0,0.0,0,0,0,0,,48,2020-08-17,city_week,no_matching_city_week_game,"Urban Honolulu, HI",46520,west|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,west,mega,medium_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,49,-0.0964,0.11,2020-08-23,2020-08-17,,,Boise,ID,Idaho,16,43.62,-116.2,481587,16,,,,,0,0,0,0,0,0.0,0,0,0,0,,49,2020-08-17,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,50,-0.0201,-0.105,2020-08-23,2020-08-17,,,Salt Lake City,UT,Utah,49,40.76,-111.89,1160437,49,,,,,0,0,0,0,0,0.0,0,0,0,0,,50,2020-08-17,city_week,no_matching_city_week_game,"Salt Lake City-Murray, UT",41620,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,51,-0.103,-0.131,2020-08-23,2020-08-17,,,Virginia Beach,VA,Virginia,51,36.85,-75.98,449974,51,,,,,0,0,0,0,0,0.0,0,0,0,0,,51,2020-08-17,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,52,0.0664,0.181,2020-08-23,2020-08-17,,,Colorado Springs,CO,Colorado,8,38.83,-104.82,720403,08,,,,,0,0,0,0,0,0.0,0,0,0,0,,52,2020-08-17,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,23,53,-0.0447,-0.14,2020-08-23,2020-08-17,,,Tulsa,OK,Oklahoma,40,36.15,-95.99,651552,40,,,,,0,0,0,0,0,0.0,0,0,0,0,,53,2020-08-17,city_week,no_matching_city_week_game,"Tulsa, OK",46140,south|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,south,mega,medium_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,30,1,-0.134,-0.19,2020-08-30,2020-08-24,,,Los Angeles,CA,California,6,34.05,-118.24,10039107,06,,,,,1,3,3,0,0,0.0,3,0,0,0,MLB:ANA202008280|MLB:ANA202008290|MLB:ANA202008300,1,2020-08-24,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Los Angeles-Long Beach-Anaheim, CA",31080,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,30,2,-0.0381,-0.27,2020-08-30,2020-08-24,,,New York City,NY,New York,36,40.71,-74.01,8336817,36,,,,,1,9,9,1,1,0.0,8,0,0,1,MLB:NYN202008251|MLB:NYN202008252|MLB:NYN202008260|MLB:NYA202008281|MLB:NYA202008282|MLB:NYA202008290|NHL:2019030213|MLB:NYA202008301|MLB:NYA202008302,2,2020-08-24,city_week,city_week_join_with_msa_block_context_not_causal_identification,"New York-Newark-Jersey City, NY-NJ",35620,northeast|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,northeast,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,30,3,-0.122,-0.174,2020-08-30,2020-08-24,,,Chicago,IL,Illinois,17,41.88,-87.63,5150233,17,,,,,1,5,5,0,0,0.0,5,0,0,0,MLB:CHA202008250|MLB:CHA202008260|MLB:CHA202008280|MLB:CHA202008290|MLB:CHA202008300,3,2020-08-24,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Chicago-Naperville-Elgin, IL-IN",16980,midwest|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,midwest,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,30,4,-0.00605,-0.158,2020-08-30,2020-08-24,,,Houston,TX,Texas,48,29.76,-95.37,4713325,48,,,,,1,5,5,0,0,0.0,5,0,0,0,MLB:HOU202008240|MLB:HOU202008251|MLB:HOU202008252|MLB:HOU202008291|MLB:HOU202008292,4,2020-08-24,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Houston-Pasadena-The Woodlands, TX",26420,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,30,5,0.0323,0.0241,2020-08-30,2020-08-24,,,Phoenix,AZ,Arizona,4,33.45,-112.07,4485414,04,,,,,1,6,6,0,0,0.0,6,0,0,0,MLB:ARI202008240|MLB:ARI202008250|MLB:ARI202008260|MLB:ARI202008280|MLB:ARI202008290|MLB:ARI202008300,5,2020-08-24,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Phoenix-Mesa-Chandler, AZ",38060,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,30,6,-0.158,-0.151,2020-08-30,2020-08-24,,,San Diego,CA,California,6,32.72,-117.16,3338330,06,,,,,1,3,3,0,0,0.0,3,0,0,0,MLB:SDN202008250|MLB:SDN202008271|MLB:SDN202008272,6,2020-08-24,city_week,city_week_join_with_msa_block_context_not_causal_identification,"San Diego-Chula Vista-Carlsbad, CA",41740,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,30,7,-0.00774,-0.0757,2020-08-30,2020-08-24,,,Dallas,TX,Texas,48,32.78,-96.8,2635516,48,,,,,1,8,8,2,2,0.0,6,0,0,2,MLB:TEX202008240|MLB:TEX202008250|MLB:TEX202008260|NHL:2019030243|MLB:TEX202008280|MLB:TEX202008290|MLB:TEX202008300|NHL:2019030244,7,2020-08-24,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Dallas-Fort Worth-Arlington, TX",19100,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,30,8,-0.117,-0.173,2020-08-30,2020-08-24,,,Las Vegas,NV,Nevada,32,36.17,-115.14,2266715,32,,,,,1,2,2,2,2,0.0,0,0,0,2,NHL:2019030231|NHL:2019030232,8,2020-08-24,city_week,city_week_join_with_msa_block_context_not_causal_identification,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,30,9,-0.139,-0.303,2020-08-30,2020-08-24,,,Seattle,WA,Washington,53,47.61,-122.33,2252782,53,,,,,0,0,0,0,0,0.0,0,0,0,0,,9,2020-08-24,city_week,no_matching_city_week_game,"Seattle-Tacoma-Bellevue, WA",42660,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,30,10,-0.0252,0.027,2020-08-30,2020-08-24,,,Fort Worth,TX,Texas,48,32.76,-97.33,2102515,48,,,,,0,0,0,0,0,0.0,0,0,0,0,,10,2020-08-24,city_week,no_matching_city_week_game,"Dallas-Fort Worth-Arlington, TX",19100,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,30,11,-0.00595,-0.149,2020-08-30,2020-08-24,,,San Antonio,TX,Texas,48,29.42,-98.49,2003554,48,,,,,0,0,0,0,0,0.0,0,0,0,0,,11,2020-08-24,city_week,no_matching_city_week_game,"San Antonio-New Braunfels, TX",41700,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,30,12,-0.183,-0.359,2020-08-30,2020-08-24,,,San Jose,CA,California,6,37.34,-121.89,1927852,06,,,,,0,0,0,0,0,0.0,0,0,0,0,,12,2020-08-24,city_week,no_matching_city_week_game,"San Jose-Sunnyvale-Santa Clara, CA",41940,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2020,8,30,13,0.0186,0.286,2020-08-30,2020-08-24,,,Detroit,MI,Michigan,26,42.33,-83.05,1749343,26,,,,,1,6,6,0,0,0.0,6,0,0,0,MLB:DET202008240|MLB:DET202008250|MLB:DET202008260|MLB:DET202008291|MLB:DET202008292|MLB:DET202008300,13,2020-08-24,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Detroit-Warren-Dearborn, MI",19820,midwest|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,midwest,mega,large_metro_proxy,,
